id,full_name,new_eth,eth,FN_eth,Transaction_Count,Tendency,Weighted_Tendency,Archive,Transaction_Size
889,Rīmūt-Gula / Zēria,Babylonian,b,b,1,Negative,-1,Yahudu,1
890,Rīmūt-Nabû / Nabû-aḫḫē-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
891,šá-Enlil-mannuile / Enlil-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
892,Ša-Marduk-ul-inni / Nabû-īpuš,Babylonian,b,b,1,Negative,-1,Yahudu,1
893,ša-Marduk-ul-inu / bel-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
894,Ša-Nabû-šū / Ḫinâ,Babylonian,b,n,1,Negative,-1,Yahudu,1
895,Ša-Nabû-šū / Nabû-uṣalli,Babylonian,b,b,1,Negative,-1,Yahudu,1
896,Ša-pī-kalbi / Aḫi-Jāma,Babylonian,b,n,1,Negative,-1,Murašȗ,1
897,Ša-pī-kalbi / Ninurta-aḫ-iddin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
898,Šalam-aḫi / Dūrī-Aia,Babylonian,b,b,2,Negative,-1,Yahudu,<6
899,šamaḫunu / iadiḫiama,Babylonian,b,n,1,Negative,-1,Murašȗ,1
900,Šamaš-<ina>-tēšê-ēṭir / Tattannu,Babylonian,b,b,1,Negative,-1,Yahudu,1
901,Šamaš-aḫu-iddin / iddin-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
902,Šamaš-aḫu-iddin / iddin-Nabu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
903,Šamaš-aḫu-x / Sin-dannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
904,Šamaš-erība / Nabû-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
905,Šamaš-iqiša / bel-ipuš,Babylonian,b,b,1,Negative,-1,Murašȗ,1
906,Šamaš-iqīšanni / Nabû-aplu-iddin//Bēl-aplu-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
907,Šamaš-kaṣir / šapikalbi,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
908,Šamaš-šum-ibni / Bēl-aplu-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
909,Šamaš-šum-iqiša / kidin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
910,Šamaš-šum-lišir / širikti,Babylonian,b,b,1,Negative,-1,Murašȗ,1
911,Šamaš-uballiṭ / bel-anamereḫtú,Babylonian,b,b,1,Negative,-1,Murašȗ,1
912,Šamaš-uballiṭ / Nabû-šum-ukīn,Babylonian,b,b,1,Negative,-1,Yahudu,1
913,Šamaš-uballiṭ / Šum-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
914,Šamaš-zēr-ibni / Gimillu,Babylonian,b,b,1,Negative,-1,Yahudu,1
915,Šāmeḫ / Tattannu,Babylonian,b,b,1,Negative,-1,Yahudu,1
916,Šāmeḫ / Zēria,Babylonian,b,b,1,Negative,-1,Yahudu,1
917,Sāniqu / Kalbâ,Babylonian,b,x,1,Negative,-1,Yahudu,1
918,šarru-iqiš-ša / Ninurta-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
919,šeriktu-tì / arad-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
920,šeriktu-ti / dide,Babylonian,b,b,1,Negative,-1,Murašȗ,1
921,šeriktu-ti / nur-mat-Sin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
922,šeriktu-tì-Ninurta / Nusku-ibašši,Babylonian,b,b,1,Negative,-1,Murašȗ,1
923,Silim-Bēl / Marduk-ušallim,Babylonian,b,b,1,Negative,-1,Yahudu,1
924,silim-ili / aqaru-a,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
925,silim-ili / Nusku-x-x,Babylonian,b,b,1,Negative,-1,Murašȗ,1
926,Sin-aḫu-iddin / Enlil-remanni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
927,Sin-aplu-iddin / Sin-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
928,Sîn-kēšir / Ṭāb-šār-Sîn,Babylonian,b,b,1,Negative,-1,Yahudu,1
929,Sin-nadin-aḫḫe / arad-Bau,Babylonian,b,b,1,Negative,-1,Murašȗ,1
930,Sin-naṣir / nadin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
931,Sin-šum-uṣur / arad-Bau,Babylonian,b,b,1,Negative,-1,Murašȗ,1
932,Sin-uballiṭ / arad-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
933,Sîn-uballiṭ / Kīnâ,Babylonian,b,x,1,Negative,-1,Yahudu,1
934,Sin-x-x / Sin-bulliṭsu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
935,Sîn-zēr-iddin / Sîn-namir,Babylonian,b,b,1,Negative,-1,Yahudu,1
936,širikti / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
937,širki-bel / bel-šunu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
938,šula / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
939,Šullumâ / Nabû-rēm-šukun:,Babylonian,b,b,1,Negative,-1,Yahudu,1
940,Šullumâ / Nidintu,Babylonian,b,b,1,Negative,-1,Yahudu,1
941,šullumma / bel-ipuš,Babylonian,b,b,1,Negative,-1,Murašȗ,1
942,šullumu / idea,Babylonian,b,b,1,Negative,-1,Murašȗ,1
943,Šullumu / Nabû-zēr-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
944,šulum-Babili / bel-ittia,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
945,šulum-Babili / bel-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
946,šulum-Babili / gusaa,Babylonian,b,n,4,Negative,-1,Murašȗ,<6
947,Šum-iddin / Aplā,Babylonian,b,b,1,Negative,-1,Murašȗ,1
948,Šum-iddin / Dādia,Babylonian,b,x,1,Negative,-1,Yahudu,1
949,Šum-iddin / Ninurta-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
950,šum-ukin / arad-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
951,Šum-ukīn / Arad-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
952,šum-ukin / bel-dannu,Babylonian,b,x,1,Negative,-1,Murašȗ,1
953,šum-ukin / Enlil-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
954,šum-ukin / iqupu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
955,šum-uṣur / aptea,Babylonian,b,b,1,Negative,-1,Murašȗ,1
956,šum-uṣur / bel-uṣuršu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
957,šum-uṣur / Marduk-erib,Babylonian,b,b,1,Negative,-1,Murašȗ,1
958,Šum-uṣur / Nabû-aḫḫē-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
959,šum-uṣur / Tammeš-lilix,Babylonian,b,n,1,Negative,-1,Murašȗ,1
960,Šumâ / Bānia,Babylonian,b,x,1,Negative,-1,Yahudu,1
961,šumu-iddin / aḫu-šunu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
962,šumu-iddin / arad-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
963,šumu-iddin / bel-a,Babylonian,b,x,1,Negative,-1,Murašȗ,1
964,šumu-iddin / bel-dannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
965,šumu-iddin / bel-erib,Babylonian,b,b,1,Negative,-1,Murašȗ,1
966,šumu-iddin / bel-upaḫḫir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
967,šumu-iddin / iddin-Nabu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
968,šumu-iddin / puḫḫuru,Babylonian,b,b,1,Negative,-1,Murašȗ,1
969,šumu-iddin / remut-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
970,šumu-iddin / Šamaš-ušalla,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
971,šumu-iddin / tattannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
972,šumu-iddin / Uraš-iddin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
973,Sūqāia / Bēl-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
974,šuzubu / Enlil-balaṭsu-iqbi,Babylonian,b,b,1,Negative,-1,Murašȗ,1
975,Ṭāb-šalam / Šalam-Yāma,Babylonian,b,n,1,Negative,-1,Yahudu,1
976,Ṭābia / Mušēzib-Nabû,Babylonian,b,b,1,Negative,-1,Yahudu,1
977,Ṭābia / Šulum-Bābili,Babylonian,b,b,1,Negative,-1,Yahudu,1
978,tabnea / iddin-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
979,Talīmu / Sîn-ibni,Babylonian,b,b,1,Negative,-1,Yahudu,1
980,taqiš-Gula / arad-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
981,taštibi / šápi-kalbu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
982,tattannu / aḫḫe-iqiš,Babylonian,b,b,1,Negative,-1,Murašȗ,1
983,Tattannu / Ardija,Babylonian,b,b,1,Negative,-1,Murašȗ,1
984,tattannu / badaiama,Babylonian,b,n,1,Negative,-1,Murašȗ,1
985,tattannu / banunu,Babylonian,b,x,1,Negative,-1,Murašȗ,1
986,Tattannu / Bel-...,Babylonian,b,x,1,Negative,-1,Murašȗ,1
987,tattannu / bel-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
988,tattannu / bel-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
989,Tattannu / Dādija,Babylonian,b,x,1,Negative,-1,Murašȗ,1
990,Tattannu / Iddin-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
991,tattannu / ina-Esaggil-lilbir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
992,tattannu / kuxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
993,Tattannu / Nabû-aḫ-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
994,tattannu / Nergal-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
995,tattannu / nidintu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
996,tattannu / Ninurta-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
997,Tattannu / Ninurta-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
998,Tattannu / Nusku-ēdu-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
999,tattannu / Šamaš-ušallim,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1000,tukkullu / iqiš-ša,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1001,Uballissu-Gula / Ninurta-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1002,uballiṭsu-Marduk / iddin-Marduk,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1003,uballiṭsu-Marduk / uballiṭ-Marduk,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1004,uballiṭsu-Nabu / bel-zeru-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1005,ubar / bel-iddinu,Babylonian,b,x,1,Negative,-1,Murašȗ,1
1006,ubar / Enlil-ḫatin,Babylonian,b,x,1,Negative,-1,Murašȗ,1
1007,ubar / Ninurta-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1008,x-šum-iqiša / aqara,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1009,x-uballiṭ / mušezib,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1010,x-zeru-ibni / xxla,Babylonian,b,x,1,Negative,-1,Murašȗ,1
1011,x.x.GUR / iqiš-ša,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1012,xxšunu / Kalkal-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1013,Zababa-ēreš / Paliṭliṭ,Babylonian,b,n,1,Negative,-1,Yahudu,1
1014,zababa-iddin / balaṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1015,zababa-iddin / bel-aḫḫe-utir,Babylonian,b,x,1,Negative,-1,Murašȗ,1
1016,zababa-iddin / bel-bulliṭsu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1017,zababa-iddin / zababa-eršu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1018,Zababa-pirºu-uṣur / Nabû-uballiṭ//Gaḫal,Babylonian,b,b,1,Negative,-1,Yahudu,1
1019,Zababa-šum-iddin / Zababa-ēriš,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1020,zeru-ukin / dayyan-aḫu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1021,zeru-ukin / šum-ukin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1022,zittu-Nabu / remut,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1023,dayyan-iddin / nima'mardu',Babylonian,b,n,1,Negative,-1,Murašȗ,1
1024,Addu-ibni / Marduka,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1025,Addu-ibni / šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1026,Aḫ-iddin / Nanâ-iddin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
1027,aḫu-iddin / Enlil-šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1028,amurru-eṭir / bel-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1029,Amurru-iddin / Kīnâ,Babylonian,b,x,2,Negative,-1,Yahudu,<6
1030,Bāni-zēri / Nabû-šum-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
1031,Bēl-iddin / Libluṭ,Babylonian,b,b,1,Negative,-1,Yahudu,1
1032,Bēl-iddin / Marduk-šum-ibni//Mušēzib,Babylonian,b,b,1,Negative,-1,Yahudu,1
1033,Bēl-iddin / Nabû-balāssu-iqbi,Babylonian,b,b,1,Negative,-1,Yahudu,1
1034,Bēl-iddin / Nabû-tabni-uṣur//Ṭābiḫ-kāri,Babylonian,b,b,1,Negative,-1,Yahudu,1
1035,Bēl-iddin / Tabnêa,Babylonian,b,b,1,Negative,-1,Yahudu,1
1036,Iddin-Bēl / Bēl-aḫḫē-bulliṭ,Babylonian,b,b,1,Negative,-1,Yahudu,1
1037,Iddin-Bēl / Sūqāia,Babylonian,b,b,1,Negative,-1,Yahudu,1
1038,iddin-bel / urmušduʾ,Babylonian,b,n,1,Negative,-1,Murašȗ,1
1039,Iddin-Nabû / Arad-Nabû,Babylonian,b,b,1,Negative,-1,Yahudu,1
1040,Iddin-Nabû / Bēl-iddin//Sîn-ilī,Babylonian,b,b,1,Negative,-1,Yahudu,1
1041,Iddin-Nabû / Kilaladia,Babylonian,b,x,1,Negative,-1,Yahudu,1
1042,Iddin-Nabû / Sîn-aḫ-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
1043,na'id-bel / labani',Babylonian,b,n,2,Negative,-1,Murašȗ,<6
1044,na'id-nana / nidintu-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1045,Nabu-iddin / ina-ṣill-nana,Babylonian,b,b,1,Negative,-1,Murašȗ,1
1046,Nanâ-iddin / Aqria,Babylonian,b,b,1,Negative,-1,Yahudu,1
1047,Nanâ-iddin / Nabû-balāssu-iqbi,Babylonian,b,b,1,Negative,-1,Yahudu,1
1048,Nanâ-iddin / Paliṭliṭ,Babylonian,b,n,1,Negative,-1,Yahudu,1
1049,Šamaš-ibni / Šamaš-ēreš,Babylonian,b,b,1,Negative,-1,Yahudu,1
1050,Šamaš-ibni / Zēr-ukīn,Babylonian,b,b,1,Negative,-1,Yahudu,1
1051,Šamaš-iddin / Abdā,Babylonian,b,n,1,Negative,-1,Yahudu,1
1052,Šamaš-iddin / Enlil-mukīn-apli,Babylonian,b,b,1,Negative,-1,Yahudu,1
1053,Sîn-ibni / Sîn-šar-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
1054,Sîn-iddin(˘™30-MU) / Sīsia,Babylonian,b,b,1,Negative,-1,Yahudu,1
1055,nadin / ṣill-Ninurta,Babylonian,b,b,9,Negative,-0.78,Murašȗ,<30
1056,mutirri-gimillu / úbulliṭsu-Marduk,Babylonian,b,b,7,Negative,-0.71,Murašȗ,<30
1057,bel-ibni / apla,Babylonian,b,b,7,Negative,-0.71,Murašȗ,<30
1058,iddin-Marduk / Nabu-zeru-ukin,Babylonian,b,b,7,Negative,-0.71,Murašȗ,<30
1059,Ninurta-iddin / mutir-gimillu,Babylonian,b,b,7,Negative,-0.71,Murašȗ,<30
1060,Ninurta-iddin / nadin,Babylonian,b,b,7,Negative,-0.71,Murašȗ,<30
1061,arad-Ninurta / širikti,Babylonian,b,b,6,Negative,-0.67,Murašȗ,<30
1062,Bēl-kāṣir / Bēl-uballiṭ//Amēl-Ea,Babylonian,b,b,6,Negative,-0.67,Yahudu,<30
1063,Ninurta-aḫu-iddin / aḫu-šunu,Babylonian,b,b,6,Negative,-0.67,Murašȗ,<30
1064,ubar / nadin,Babylonian,b,b,10,Negative,-0.6,Murašȗ,<30
1065,Enlil-aḫu-iddin / Enlil-na'id,Babylonian,b,b,5,Negative,-0.6,Murašȗ,<6
1066,labaši / bel-uballiṭ,Babylonian,b,b,5,Negative,-0.6,Murašȗ,<6
1067,Enlil-uballiṭ / itti-Marduk-inia,Babylonian,b,b,9,Negative,-0.56,Murašȗ,<30
1068,Nergal-šum-uṣur / arad-Enlil,Babylonian,b,b,9,Negative,-0.56,Murašȗ,<30
1069,aḫu-šunu / apla,Babylonian,b,b,13,Negative,-0.54,Murašȗ,<30
1070,imbia / kidin,Babylonian,b,b,25,Negative,-0.52,Murašȗ,<30
1071,bel-šunu / Enlil-uballiṭ,Babylonian,b,b,4,Negative,-0.5,Murašȗ,<6
1072,Aqria / Ammu,Babylonian,b,n,4,Negative,-0.5,Yahudu,<6
1073,arad-Ninurta / Ninurta-uballiṭ,Babylonian,b,b,8,Negative,-0.5,Murašȗ,<30
1074,bel-abu-uṣur / bel-abu-uṣur,Babylonian,b,b,4,Negative,-0.5,Murašȗ,<6
1075,bel-ittanni / bel-uballiṭ,Babylonian,b,b,4,Negative,-0.5,Murašȗ,<6
1076,nadin / ina-ṣill-Ninurta,Babylonian,b,b,8,Negative,-0.5,Murašȗ,<30
1077,Ninurta-ab-uṣur / Šum-iddin,Babylonian,b,b,12,Negative,-0.5,Murašȗ,<30
1078,Ninurta-iddin / Ninurta-eṭir,Babylonian,b,b,8,Negative,-0.5,Murašȗ,<30
1079,Ninurta-nāṣir / Bēlšunu,Babylonian,b,b,4,Negative,-0.5,Murašȗ,<6
1080,Šamaš-aḫu-iddin / Sin-ittannu,Babylonian,b,b,4,Negative,-0.5,Murašȗ,<6
1081,Bēl-ittannu / Bēl-bullissu,Babylonian,b,b,11,Negative,-0.45,Murašȗ,<30
1082,Iddin-Marduk / Uballissu-Marduk,Babylonian,b,b,21,Negative,-0.43,Murašȗ,<30
1083,Ninurta-naṣir / ḫanab,Babylonian,b,b,7,Negative,-0.43,Murašȗ,<30
1084,bel-šunu / aḫu-šunu,Babylonian,b,b,10,Negative,-0.4,Murašȗ,<30
1085,Enlil-mukin-aplu / naṣir,Babylonian,b,b,10,Negative,-0.4,Murašȗ,<30
1086,Enlil-supemuḫur / aršam,Babylonian,b,n,3,Negative,-0.33,Murašȗ,<6
1087,mutirri-gimillu / Nabu-aḫḫe-iddin,Babylonian,b,b,18,Negative,-0.33,Murašȗ,<30
1088,Adad-šar-uṣur / Tālā,Babylonian,b,n,3,Negative,-0.33,Yahudu,<6
1089,aḫu-šunu / remut-Ninurta,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1090,apla / silim-ili,Babylonian,b,b,9,Negative,-0.33,Murašȗ,<30
1091,Aqria / Mannu-likīn,Babylonian,b,b,3,Negative,-0.33,Yahudu,<6
1092,arad-Egalmaḫ / nadin,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1093,ardia / eriba,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1094,baruḫa' / dabdama',Babylonian,b,x,3,Negative,-0.33,Murašȗ,<6
1095,bel-tabtannu-bulliṭsu / bel-eršu,Babylonian,b,x,3,Negative,-0.33,Murašȗ,<6
1096,Bēl-ušallim / Šinqā,Babylonian,b,n,6,Negative,-0.33,Yahudu,<30
1097,Enlil-ana-Nippur-ašri-ter / nadin,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1098,Enlil-ḫatin / bel-šunu,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1099,Enlil-ittannu / bel-bulliṭsu,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1100,Enlil-kaṣir / remut,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1101,iddin-Enlil / bel-šunu,Babylonian,b,b,6,Negative,-0.33,Murašȗ,<30
1102,Iqbâ / Nabû-šum-ukīn,Babylonian,b,b,3,Negative,-0.33,Yahudu,<6
1103,iqiš-ša / Enlil-uballiṭ,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1104,itti-Enlil-balaṭu / Ninurta-naṣir,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1105,labaši / saggil,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1106,mannukinana / nidinta',Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1107,marduka / mušezib-bel,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1108,mušezib-Marduk / dummuq,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1109,na'id-Ninurta / Enlil-šum-ukin,Babylonian,b,b,6,Negative,-0.33,Murašȗ,<30
1110,Nabu-aḫḫe-iddin / Ninurta-iddin,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1111,Nabu-erib / bel-šunu,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1112,Nabu-ittannu / Enlil-danu,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1113,Nabu-udammiq / iddin-Marduk,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1114,Nabû-zēr-iddin / Balāssu,Babylonian,b,b,3,Negative,-0.33,Yahudu,<6
1115,Nidintu / Bēlšunu//Dābibī,Babylonian,b,b,3,Negative,-0.33,Yahudu,<6
1116,Ninurta-abu-uṣur / nadin,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1117,Ninurta-iddin / šumu-iddin,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1118,ribat / ḫattaa,Babylonian,b,n,3,Negative,-0.33,Murašȗ,<6
1119,Šamaš-balaṭsu-iqbi / bunene-ibni,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1120,šulum-Babili / Marduk-erib,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1121,Šum-iddin / Ṣillâ,Babylonian,b,b,3,Negative,-0.33,Yahudu,<6
1122,šumu-iddin / Nabu-iddin,Babylonian,b,b,3,Negative,-0.33,Murašȗ,<6
1123,Tukulti-Marduk / Iddin-Nabû,Babylonian,b,b,3,Negative,-0.33,Yahudu,<6
1124,ubar / labaši,Babylonian,b,b,6,Negative,-0.33,Murašȗ,<30
1125,labaši / balaṭu,Babylonian,b,b,23,Negative,-0.3,Murašȗ,<30
1126,bel-dana / bel-bulliṭsu,Babylonian,b,b,14,Negative,-0.29,Murašȗ,<30
1127,Ninurta-Bel-aḫḫešu / upahhir-Enlil,Babylonian,b,b,19,Negative,-0.26,Murašȗ,<30
1128,gula-šum-lišir / tukkul,Babylonian,b,b,16,Negative,-0.25,Murašȗ,<30
1129,arad-Egalmaḫ / Ninurta-eṭir,Babylonian,b,b,10,Negative,-0.2,Murašȗ,<30
1130,arad-Ninurta / silim-ili,Babylonian,b,b,5,Negative,-0.2,Murašȗ,<6
1131,Enlil-ḫatin / Ninurta-eṭir,Babylonian,b,b,5,Negative,-0.2,Murašȗ,<6
1132,Erīb-Enlil / Ša-pī-kalbi,Babylonian,b,b,5,Negative,-0.2,Murašȗ,<6
1133,makkur-Enlil / apla,Babylonian,b,b,5,Negative,-0.2,Murašȗ,<6
1134,Ninurta-iddin / niqud,Babylonian,b,b,5,Negative,-0.2,Murašȗ,<6
1135,Ninurta-uballiṭ / mušezib,Babylonian,b,b,5,Negative,-0.2,Murašȗ,<6
1136,Iddin-Bēl / Bēl-ab-usur,Babylonian,b,b,5,Negative,-0.2,Murašȗ,<6
1137,Ninurta-iddin / Ninurta-erib,Babylonian,b,b,44,Negative,-0.18,Murašȗ,<100
1138,Enlil-aḫ-iddin / Enlil-uballiṭ,Babylonian,b,b,7,Negative,-0.14,Murašȗ,<30
1139,libluṭ / labaši,Babylonian,b,b,7,Negative,-0.14,Murašȗ,<30
1140,šuzubu / na'id-Enlil,Babylonian,b,b,7,Negative,-0.14,Murašȗ,<30
1141,Ninurta-nadin-šum / uballiṭsu-Marduk,Babylonian,b,b,14,Negative,-0.14,Murašȗ,<30
1142,Aplâ / Šamšāia,Babylonian,b,b,7,Negative,-0.14,Yahudu,<30
1143,arad-x / ubar,Babylonian,b,b,7,Negative,-0.14,Murašȗ,<30
1144,Enlil-ittannu / Kalkal-iddin,Babylonian,b,b,7,Negative,-0.14,Murašȗ,<30
1145,Ninurta-iddin / kaṣir,Babylonian,b,b,21,Negative,-0.14,Murašȗ,<30
1146,Šamaš-ēreš / Marduk-mukīn-apli//Mudammiq-Adad,Babylonian,b,b,7,Negative,-0.14,Yahudu,<30
1147,šula / bel-šunu,Babylonian,b,b,7,Negative,-0.14,Murašȗ,<30
1148,taqiš / iddin-Enlil,Babylonian,b,b,37,Negative,-0.14,Murašȗ,<100
1149,rebat / bel-erib,Babylonian,b,b,30,Negative,-0.13,Murašȗ,<100
1150,Zababa-šar-uṣur / Nabû-zēr-iddin,Babylonian,b,b,46,Negative,-0.13,Yahudu,<100
1151,aqara / nadin,Babylonian,b,b,18,Negative,-0.11,Murašȗ,<30
1152,Iddinâ / Šinqā,Babylonian,b,n,9,Negative,-0.11,Yahudu,<30
1153,ina-tešu-eṭir / Ninurta-le'u,Babylonian,b,b,9,Negative,-0.11,Murašȗ,<30
1154,Ninurta-aḫ-iddin / Arad-Egalmaḫ,Babylonian,b,b,20,Negative,-0.1,Murašȗ,<30
1155,arad-Gula / Ninurta-iddin,Babylonian,b,b,11,Negative,-0.09,Murašȗ,<30
1156,Ninurta-aḫ-iddin / Enlil-šum-ibni,Babylonian,b,b,22,Negative,-0.09,Murašȗ,<30
1157,Arad-Gula / Nabû-šum-ukīn//Amēl-Ea,Babylonian,b,b,35,Negative,-0.09,Yahudu,<100
1158,tattannu / ubar,Babylonian,b,b,13,Negative,-0.08,Murašȗ,<30
1159,Enlil-iddin / Enlil-uballiṭ,Babylonian,b,b,17,Negative,-0.06,Murašȗ,<30
1160,iddin-Enlil / balaṭu,Babylonian,b,b,17,Negative,-0.06,Murašȗ,<30
1161,erib-Enlil / Enlil-bana,Babylonian,b,b,110,Negative,-0.05,Murašȗ,>100
1162,Ninurta-naṣir / arad-Enlil,Babylonian,b,b,21,Negative,-0.05,Murašȗ,<30
1163,balaṭu / bel-šunu,Babylonian,b,b,48,Negative,-0.04,Murašȗ,<100
1164,Ninurta-naṣir / Nabu-aḫḫe-iddin,Babylonian,b,b,51,Positive,0.02,Murašȗ,<100
1165,arad-Enlil / širikti-Ninurta,Babylonian,b,b,50,Positive,0.04,Murašȗ,<100
1166,Šum-iddin / Tattannu,Babylonian,b,b,25,Positive,0.04,Murašȗ,<30
1167,Enlil-kešir / arad-Enlil,Babylonian,b,b,48,Positive,0.04,Murašȗ,<100
1168,aqara / iddina,Babylonian,b,b,124,Positive,0.05,Murašȗ,>100
1169,Ninurta-ēṭir / Šum-iddin,Babylonian,b,b,7,Positive,0.08,Murašȗ,<30
